sku,name,short_description,description_html,regular_price,sale_price,categories,tags,image_paths,attributes_json,stock,pack_info,external_url
TAGS-FABRICADO-NA-IT-LIA-L-PURA,CHAPEU FEDORA,Cor: Sortido,"<p>Notre version Hologramme Paris du &quot;Fedora classique&quot; Chapeau avec un Ruban ton sur ton, 100 g de pure laine. Sobre et sans logo apparent.</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61 , 62</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",35.00,,Chapéus > Lã,"Nossa versão Hologram Paris do “Fedora clássico”

Chapéu com fita tom sobre tom, 100 g de pura lã.

Sóbrio e sem logótipo visível.

100% lã e fabricação italiana",images/chapéus lã/tags-fabricado-na-italia-la-pura/img_01.jpg,"{""Cor"":""Sortido"",""Tamanho"":[""55"",""56"",""57"",""58"",""59"",""60"",""61"",""62""],""Composição"":""100% Lã"",""Pack"":""Pacote 12""}",10,Pacote 12,https://hologrammeparis.com/product/chapeau-art-01-gros-grain-pack-12/
TAGS-FABRICADO-NA-IT-LIA-L-PURA-2,CHAPEU FEDORA,Cor: Sortido,"<p>Notre version Hologramme Paris du &quot;Fedora classique&quot; Chapeau avec un Ruban ton sur ton, 100 g de pure laine. Sobre et sans logo apparent.</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61 , 62</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",35.00,,Chapéus > Lã,"Nossa versão Hologram Paris do “Fedora clássico”

Chapéu com fita tom sobre tom, 100 g de pura lã.

Sóbrio e sem logótipo visível.

100% lã e fabricação italiana",images/chapéus lã/tags-fabricado-na-italia-la-pura/img_01.jpg,"{""Cor"":""Sortido"",""Tamanho"":[""55"",""56"",""57"",""58"",""59"",""60"",""61"",""62""],""Composição"":""100% Lã"",""Pack"":""Pacote 12""}",10,Pacote 12,https://hologrammeparis.com/product/chapeau-art-01-gros-grain-pack-12/
CHAP-U-IMPERME-VEL-ART-181054-PACK-12-TA,CHAPÉUS DE LÃ ITALIANA,"2*55, 2*56, 3*57, 3*58, 2*59 (ou 1*60 e 2*58)","<p>2*55, 2*56, 3*57, 3*58, 2*59 (ou 1*60 e 2*58)</p><p>Notre version Hologramme Paris du &quot;Fedora imperméable et indéformable&quot; Chapeau avec une ceinture marron, 100 g de pure laine Waterproof Crushable.</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",67.50,,Chapéus > Lã,"Fabricado na Itália, Lã, Esmagável, Impermeável",images/chapéus lã/chapeu-impermeavel-art-181054-pack-12-tags-fabricado-na-italia-la-esmagavel-impermeavel/img_01.jpg,"{""Cor"":""Sortido"",""Tamanho"":[""55"",""56"",""57"",""58"",""59"",""60""],""Composição"":""100% Lã"",""Pack"":""Pacote 12""}",10,Pacote 12,https://hologrammeparis.com/product/chapeau-waterproof-art-181054-pack-12/
CHAP-U-ART-970-PACK-12,CHAPÉU DE LÃ TRILBY,Cor: Sortido,"<p>Paquet de 12 pcs assorties: 2*55, 2*56, 3*57, 3*58, 2*59 (ou 1*60 et 2*58) Pour l’achat à l’unité de ce produit, c’est ici: https://hologrammeparis.com/product/chapeau-art-970/</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",29.90,,Chapéus > Lã,"Fabricado na Itália, Lã Pura",images/chapéus lã/chapeu-art-970-pack-12/img_01.jpg,"{""Cor"":""Sortido"",""Tamanho"":[""54"",""55"",""56"",""57"",""58"",""59"",""60""],""Composição"":""100% Lã"",""Pack"":""Pacote 12""}",10,Pacote 12,https://hologrammeparis.com/product/chapeau-art-970-pack-12/
CHAP-U-IMPERME-VEL-ART-181056-TAGS-FABRI,CHAPÉUS DE LÃ IMPERMEÁVEL,Cor: Sortido,"<p>Paquet de 12 pcs assorties: 2*55, 2*56, 3*57, 3*58, 2*59 (ou 1*60 et 2*58) Pour l’achat à l’unité de ce produit, c’est ici: https://hologrammeparis.com/product/chapeau-art-181056/</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",49.90,,Chapéus > Lã,CHAPÉUS DE LÃ IMPERMEÁVEL,images/chapéus lã/chapeu-impermeavel-art-181056-tags-fabricado-na-italia-la-esmagavel-impermeavel/img_01.jpg,"{""Cor"":""Sortido"",""Tamanho"":[""55"",""56"",""57"",""58"",""59"",""60""],""Composição"":""100% Lã"",""Pack"":""Pacote 12""}",10,Pacote 12,https://hologrammeparis.com/product/chapeau-waterproof-art-181056-pack-12/
BON-13156,BONÉS DE INVERNO PARA MULHERES,,"<p>Paquet de 12 pcs assorties: 4*Noir, 2*Gris + 1 de chaque couleur</p>",0.20,,Chapéus > Feminino,BONÉS DE INVERNO PARA MULHERES,images/feminino/bone-13156/img_01.jpg | images/feminino/bone-13156/img_02.jpg | images/feminino/bone-13156/img_03.jpg | images/feminino/bone-13156/img_04.jpg | images/feminino/bone-13156/img_05.jpg | images/feminino/bone-13156/img_06.jpg | images/feminino/bone-13156/img_07.jpg | images/feminino/bone-13156/img_08.jpg | images/feminino/bone-13156/img_09.jpg | images/feminino/bone-13156/img_10.jpg,{},10,,https://hologrammeparis.com/product/casquette-13156/
CASQUETTE-22103,BONÉS DE INVERNO PARA MULHERES,Cor: Preto,<p>Paquet de 24 pcs assorties: 2 pcs de chaque couleur</p><ul><li><strong>Cor</strong>: Preto</li><li><strong>Tamanho</strong>: Unico</li><li><strong>Composição</strong>: 50% Polyester – 50% Laine</li></ul>,14.00,,Chapéus > Cerimónia,"Fabricado na China, Mistura de lã",images/cerimónia/casquette-22103/img_01.jpg | images/cerimónia/casquette-22103/img_02.jpg | images/cerimónia/casquette-22103/img_03.jpg | images/cerimónia/casquette-22103/img_04.jpg,"{""Cor"":""Preto"",""Tamanho"":""Unico"",""Composição"":""50% Polyester – 50% Laine""}",10,,https://hologrammeparis.com/product/casquette-22103/
CASQUETTE-12448,BONÉS DE INVERNO PARA MULHERES,"Cor: 2*Mostarda, 2*Marrom, 3*Bordéus, 3*Marinho, 3*Verde, 3*Azul, 3*Taupe, 5*Preto","<p>Paquet de 24 pcs assorties: 2*Moutarde, 2*Marron, 3*Bordeaux, 3*Marine, 3*Vert, 3*Bleu, 3*Taupe, 5*Noir</p><ul><li><strong>Cor</strong>: 2*Mostarda, 2*Marrom, 3*Bordéus, 3*Marinho, 3*Verde, 3*Azul, 3*Taupe, 5*Preto</li><li><strong>Tamanho</strong>: Unico com ajuste (elástico)</li><li><strong>Composição</strong>: 100% PU</li></ul>",15.00,,Chapéus > Cerimónia,"Fabricado na China, Tamanho ajustável",images/cerimónia/casquette-12448/img_01.jpg | images/cerimónia/casquette-12448/img_02.jpg | images/cerimónia/casquette-12448/img_03.jpg | images/cerimónia/casquette-12448/img_04.jpg | images/cerimónia/casquette-12448/img_05.jpg | images/cerimónia/casquette-12448/img_06.jpg | images/cerimónia/casquette-12448/img_07.jpg | images/cerimónia/casquette-12448/img_08.jpg | images/cerimónia/casquette-12448/img_09.jpg | images/cerimónia/casquette-12448/img_10.jpg | images/cerimónia/casquette-12448/img_11.jpg,"{""Cor"":[""2*Mostarda"",""2*Marrom"",""3*Bordéus"",""3*Marinho"",""3*Verde"",""3*Azul"",""3*Taupe"",""5*Preto""],""Tamanho"":""Unico com ajuste (elástico)"",""Composição"":""100% PU""}",10,,https://hologrammeparis.com/product/casquette-12448/
GORRO-5942F-BONNET-5942C,CHAPÉU LÃ HARMONICO,Cor: Sortido,"<p>Paquet de 12 pcs assorties: 1*Prune, 2*Bordeaux, 1*Marron, 3*Noir, 1*Camel, 1*Gris Fonce, 2*Marine, 1*Kaki</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: UNICO</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",19.90,,Chapéus > Feminino,Lã Pura,images/feminino/gorro-5942f-bonnet-5942c/img_01.jpg,"{""Cor"":""Sortido"",""Tamanho"":""UNICO"",""Composição"":""100% Lã"",""Pack"":""Pacote 12""}",10,Pacote 12,https://hologrammeparis.com/product/bonnet-5942f/
BON-22238,BOINA COM PALA PIED POULE,Cor: Sortido,"<p>Paquet de 12 pcs assorties: 5*Gris Fonce, 4*Gris Clair, 3*Beige</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 56 , 58</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 50% Lã – 50% Poliéster</li></ul>",29.90,,Chapéus > Feminino,BOINA COM PALA PIED POULE,images/feminino/bone-22238/img_01.jpg | images/feminino/bone-22238/img_02.jpg | images/feminino/bone-22238/img_03.jpg | images/feminino/bone-22238/img_04.jpg | images/feminino/bone-22238/img_05.jpg | images/feminino/bone-22238/img_06.jpg,"{""Cor"":""Sortido"",""Tamanho"":[""56"",""58""],""Composição"":""50% Lã – 50% Poliéster"",""Pack"":""Pacote 12""}",10,Pacote 12,https://hologrammeparis.com/product/casquette-22238/
CASQUETTE-22103-2,BONÉS DE INVERNO PARA MULHERES,Cor: Preto,<p>Paquet de 24 pcs assorties: 2 pcs de chaque couleur</p><ul><li><strong>Cor</strong>: Preto</li><li><strong>Tamanho</strong>: Unico</li><li><strong>Composição</strong>: 50% Polyester – 50% Laine</li></ul>,14.00,,Chapéus > Cerimónia,"Fabricado na China, Mistura de lã",images/cerimónia/casquette-22103/img_01.jpg | images/cerimónia/casquette-22103/img_02.jpg | images/cerimónia/casquette-22103/img_03.jpg | images/cerimónia/casquette-22103/img_04.jpg,"{""Cor"":""Preto"",""Tamanho"":""Unico"",""Composição"":""50% Polyester – 50% Laine""}",10,,https://hologrammeparis.com/product/casquette-22103/
CASQUETTE-12448-2,BONÉS DE INVERNO PARA MULHERES,"Cor: 2*Mostarda, 2*Marrom, 3*Bordéus, 3*Marinho, 3*Verde, 3*Azul, 3*Taupe, 5*Preto","<p>Paquet de 24 pcs assorties: 2*Moutarde, 2*Marron, 3*Bordeaux, 3*Marine, 3*Vert, 3*Bleu, 3*Taupe, 5*Noir</p><ul><li><strong>Cor</strong>: 2*Mostarda, 2*Marrom, 3*Bordéus, 3*Marinho, 3*Verde, 3*Azul, 3*Taupe, 5*Preto</li><li><strong>Tamanho</strong>: Unico com ajuste (elástico)</li><li><strong>Composição</strong>: 100% PU</li></ul>",15.00,,Chapéus > Cerimónia,"Fabricado na China, Tamanho ajustável",images/cerimónia/casquette-12448/img_01.jpg | images/cerimónia/casquette-12448/img_02.jpg | images/cerimónia/casquette-12448/img_03.jpg | images/cerimónia/casquette-12448/img_04.jpg | images/cerimónia/casquette-12448/img_05.jpg | images/cerimónia/casquette-12448/img_06.jpg | images/cerimónia/casquette-12448/img_07.jpg | images/cerimónia/casquette-12448/img_08.jpg | images/cerimónia/casquette-12448/img_09.jpg | images/cerimónia/casquette-12448/img_10.jpg | images/cerimónia/casquette-12448/img_11.jpg,"{""Cor"":[""2*Mostarda"",""2*Marrom"",""3*Bordéus"",""3*Marinho"",""3*Verde"",""3*Azul"",""3*Taupe"",""5*Preto""],""Tamanho"":""Unico com ajuste (elástico)"",""Composição"":""100% PU""}",10,,https://hologrammeparis.com/product/casquette-12448/
PALHA-941216-COURO,CHAPÉU DE PALHA NATURAL,Cor: Natural,"<p>Paquet de 30 pcs assorties: 3*55, 4*56, 6*57, 7*58, 5*59, 3*60, 2*61</p><ul><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Pacote 15</li><li><strong>Composição</strong>: Palha 100% natural</li></ul>",35.00,,Chapéus > Palha,Rótulo: Fabricado na Itália,images/palha/palha-941216-couro/img_06.jpg,"{""Cor"":""Natural"",""Tamanho"":[""55"",""56"",""57"",""58"",""59"",""60"",""61""],""Composição"":""Palha 100% natural"",""Pack"":""Pacote 15""}",10,Pacote 15,https://hologrammeparis.com/product/paille-941216-cuir/
PANAM-201754,CHAPEU PANAMÁ,Cor: Branco,"<p>Découvrez notre Panama - 201754 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Branco</li><li><strong>Tamanho</strong>: 54, 55 , 56 , 57 , 58 , 59</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Papel 100% Japonês</li></ul>",67.50,,Chapéus > Panamá,"A versão revisitada do Panamá equatoriano, mais sólida, dobrável e moderna.

Panamá Panasoft em papel 100% japonês .

Fabricado na Itália.",images/panamá/panama-201754/img_02.jpg | images/panamá/panama-201754/img_03.jpg | images/panamá/panama-201754/img_04.jpg | images/panamá/panama-201754/img_05.jpg | images/panamá/panama-201754/img_06.jpg,"{""Cor"":""Branco"",""Tamanho"":[""54"",""55"",""56"",""57"",""58"",""59""],""Composição"":""Papel 100% Japonês"",""Pack"":""Unitário""}",10,Unitário,https://hologrammeparis.com/product/panama-201754/
PANAM-201752,CHAPEU PANAMÁ ABA CURTA,"Cor: Branco, Bege","<p>Découvrez notre Panama - 201752-Ecru au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Branco, Bege</li><li><strong>Tamanho</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Papel 100% Japonês</li></ul>",67.50,,Chapéus > Panamá,"A versão revisitada do Panamá equatoriano, mais sólida, dobrável e moderna.

Panamá Panasoft em papel 100% japonês .

Fabricado na Itália.",images/panamá/panama-201752/img_01.jpg | images/panamá/panama-201752/img_02.jpg | images/panamá/panama-201752/img_03.jpg | images/panamá/panama-201752/img_04.jpg | images/panamá/panama-201752/img_05.jpg | images/panamá/panama-201752/img_06.jpg,"{""Cor"":[""Branco"",""Bege""],""Tamanho"":[""54"",""55"",""56"",""57"",""58"",""59"",""60"",""61""],""Composição"":""Papel 100% Japonês"",""Pack"":""Unitário""}",10,Unitário,https://hologrammeparis.com/product/panama-201752-ecru/
PANAM-931,CHAPEU PANAMÁ AJUSTÁVEL,"Cor: Beige, Kaki, Marine, Noir","<p>Découvrez notre Panama - Art 931 Japonais au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Beige, Kaki, Marine, Noir</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Papel 100% Japonês</li></ul>",67.50,,Chapéus > Panamá,"A versão revisitada do Panamá equatoriano, mais sólida, dobrável e moderna.

Panamá Panasoft em papel 100% japonês .

Fabricado na Itália.",images/panamá/panama-931/img_01.jpg | images/panamá/panama-931/img_02.jpg | images/panamá/panama-931/img_03.jpg | images/panamá/panama-931/img_04.jpg | images/panamá/panama-931/img_05.jpg | images/panamá/panama-931/img_06.jpg | images/panamá/panama-931/img_07.jpg,"{""Cor"":[""Beige"",""Kaki"",""Marine"",""Noir""],""Tamanho"":[""55"",""56"",""57"",""58"",""59"",""60"",""61""],""Composição"":""Papel 100% Japonês"",""Pack"":""Unitário""}",10,Unitário,https://hologrammeparis.com/product/panama-art-931-japonais/
CHAP-U-49103,CHAPÉUS ALGODÃO ENCERADO,"Cor: Camelo , Marinho , Marrom , Preto , Ferrugem , Taupe , Verde Escuro","<p>Découvrez notre Chapeau - 49103 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Camelo , Marinho , Marrom , Preto , Ferrugem , Taupe , Verde Escuro</li><li><strong>Tamanho</strong>: 55 , 57 , 59 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 100% algodão</li></ul>",45.00,,Chapéus > À prova d'Água,"Algodão Oleado, Fabricado em Portugal",images/à prova d´água/chapeu-49103/img_01.jpg | images/à prova d´água/chapeu-49103/img_02.jpg | images/à prova d´água/chapeu-49103/img_03.jpg | images/à prova d´água/chapeu-49103/img_04.jpg,"{""Cor"":[""Camelo"",""Marinho"",""Marrom"",""Preto"",""Ferrugem"",""Taupe"",""Verde Escuro""],""Tamanho"":[""55"",""57"",""59"",""61""],""Composição"":""100% algodão"",""Pack"":""Unitário""}",10,Unitário,https://hologrammeparis.com/product/chapeau-49103/
BOB-2018121,BUCKT HAT ALGODÃO,"Cor: Bege Claro , Azul , Borgonha , Camelo , Cinza , Amarelo , Cáqui Claro , Cáqui Escuro , Marinho , Preto , Laranja , Vermelho","<p>Paquet de 24 pcs assorties: 3*Noir, 3*Marine, 2*Orange, 2*Beige, 2*Bleu Royal, 2*Moutarde, 2*Kaki, 2*Gris, 2*Bordeaux, 2*Rouge, 1*Camel, 1*Marron Clair</p><ul><li><strong>Cor</strong>: Bege Claro , Azul , Borgonha , Camelo , Cinza , Amarelo , Cáqui Claro , Cáqui Escuro , Marinho , Preto , Laranja , Vermelho</li><li><strong>Tamanho</strong>: 57 , 59</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 100% algodão</li></ul>",14.90,,Chapéus > Tecido,BUCKT HAT ALGODÃO,images/chapéus em tecido/bob-2018121/img_01.jpg,"{""Cor"":[""Bege Claro"",""Azul"",""Borgonha"",""Camelo"",""Cinza"",""Amarelo"",""Cáqui Claro"",""Cáqui Escuro"",""Marinho"",""Preto"",""Laranja"",""Vermelho""],""Tamanho"":[""57"",""59""],""Composição"":""100% algodão"",""Pack"":""Pacote 24""}",10,Pacote 24,https://hologrammeparis.com/product/bob-2018121/
BOB-2018120,CHAPÉU SAFARI,"Cor: Beige Clair, Bleu, Bordeaux, Camel, Gris, Jaune, Kaki Clair, Kaki Fonce, Marine, Noir, Orange, Rouge","<p>Paquet de 24 pcs assorties: 3*Noir, 3*Marine, 2*Kaki, 2*Bordeaux, 2*Rouge, 2*Rouille, 2*Bleu Royal, 2*Gris, 2*Moutarde, 2*Beige, 1*Camel, 1*Marron Clair</p><ul><li><strong>Cor</strong>: Beige Clair, Bleu, Bordeaux, Camel, Gris, Jaune, Kaki Clair, Kaki Fonce, Marine, Noir, Orange, Rouge</li><li><strong>Tamanho</strong>: 57 , 59</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 100% algodão</li></ul>",19.90,,Chapéus > Tecido,CHAPÉU SAFARI,images/chapéus em tecido/bob-2018120/img_01.jpg,"{""Cor"":[""Beige Clair"",""Bleu"",""Bordeaux"",""Camel"",""Gris"",""Jaune"",""Kaki Clair"",""Kaki Fonce"",""Marine"",""Noir"",""Orange"",""Rouge""],""Tamanho"":[""57"",""59""],""Composição"":""100% algodão"",""Pack"":""Pacote 24""}",10,Pacote 24,https://hologrammeparis.com/product/bob-2018120/
HOLOGRAMME-3,VISEIRA  FEMININA,"COR        
Bege, Castanho, Verde, Azul, Bordo, Marinho

TAMANHO                
55 , 56 , 57 , 58 , 59 , 60 , 61

VENDIDO POR        
Pacote 24

COMPOSIÇÃO                
69% Poliéster – 31% Algodão / Forro 100% Algodão","<p>COR        
Bege, Castanho, Verde, Azul, Bordo, Marinho

TAMANHO                
55 , 56 , 57 , 58 , 59 , 60 , 61

VENDIDO POR        
Pacote 24

COMPOSIÇÃO                
69% Poliéster – 31% Algodão / Forro 100% Algodão</p><p>Découvrez notre Casquette - 18474OL = 18519OL au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Pink, verde, preto, azul, bege, camel</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 69% Poliéster – 31% Algodão / Forro 100% Algodão</li><li><strong>Vendido Por</strong>: Pacote 24</li></ul>",8.00,,Chapéus > Cowboy,VISEIRA  FEMININA,images/cowboy/hologramme/img_01.jpg | images/cowboy/hologramme/img_02.jpg | images/cowboy/hologramme/img_03.jpg | images/cowboy/hologramme/img_04.jpg,"{""Cor"":[""Pink"",""verde"",""preto"",""azul"",""bege"",""camel""],""Tamanho"":[""55"",""56"",""57"",""58"",""59"",""60"",""61""],""Composição"":[""69% Poliéster – 31% Algodão"",""Forro 100% Algodão""],""Pack"":""Pacote 24""}",10,Pacote 24,https://hologrammeparis.com/product/casquette-18474ol/
BON-12694,BONÉS CUBANOS,Cor: Sortido,"<p>Paquet de 24 pcs assorties: 3*Noir, 3*Marine, 2*Rouge, 2*Orange, 2*Bleu, 2*Moutarde, 2*Kaki, 2*Gris, 2*Beige, 2*Camel, 1*Rose, 1*Gris Fonce</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 72,2% Algodão – 27,8% Viscose</li></ul>",2022.00,,Bonés,BONÉS CUBANOS,images/bonés/bone-12694/img_01.jpg | images/bonés/bone-12694/img_02.jpg | images/bonés/bone-12694/img_03.jpg | images/bonés/bone-12694/img_04.jpg | images/bonés/bone-12694/img_05.jpg | images/bonés/bone-12694/img_06.jpg | images/bonés/bone-12694/img_07.jpg | images/bonés/bone-12694/img_08.jpg | images/bonés/bone-12694/img_09.jpg | images/bonés/bone-12694/img_10.jpg | images/bonés/bone-12694/img_11.jpg | images/bonés/bone-12694/img_12.jpg | images/bonés/bone-12694/img_13.jpg | images/bonés/bone-12694/img_14.jpg | images/bonés/bone-12694/img_15.jpg | images/bonés/bone-12694/img_16.jpg | images/bonés/bone-12694/img_17.jpg,"{""Cor"":""Sortido"",""Composição"":""72,2% Algodão – 27,8% Viscose"",""Pack"":""Pacote 12""}",10,Pacote 12,https://hologrammeparis.com/product/casquette-12694/
BON-12849,BONÉS CUBANOS,Cor: Sortido,"<p>Paquet de 24 pcs assorties: 3*Noir, 3*Gris Clair, 3*Marine, 4*Beige, 2*Bleu Canard, 2*Rouge, 2*Jean, 2*Gris Fonce, 2*Blanc, 1*Moutarde</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 575</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 85% Viscose – 15% Linho</li></ul>",2023.00,,Bonés,BONÉS CUBANOS,images/bonés/bone-12849/img_01.jpg | images/bonés/bone-12849/img_02.jpg | images/bonés/bone-12849/img_03.jpg | images/bonés/bone-12849/img_04.jpg | images/bonés/bone-12849/img_05.jpg | images/bonés/bone-12849/img_06.jpg | images/bonés/bone-12849/img_07.jpg | images/bonés/bone-12849/img_08.jpg | images/bonés/bone-12849/img_09.jpg | images/bonés/bone-12849/img_10.jpg | images/bonés/bone-12849/img_11.jpg | images/bonés/bone-12849/img_12.jpg | images/bonés/bone-12849/img_13.jpg | images/bonés/bone-12849/img_14.jpg,"{""Cor"":""Sortido"",""Tamanho"":""575"",""Composição"":""85% Viscose – 15% Linho"",""Pack"":""Pacote 24""}",10,Pacote 24,https://hologrammeparis.com/product/casquette-12849/
BON-15165,BONÉS CUBANOS,Cor: Sortido,"<p>Paquet de 24 pcs assorties: 4*Noir, 3*Beige, 3*Marine, 2*Gris Clair, 2*Gris Fonce, 2*Camel, 2*Kaki, 2*Orange, 2*Moutarde, 2*Blanc</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 575</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 98,8% Algodão – 1,2% Viscose</li></ul>",2023.00,,Bonés,BONÉS CUBANOS,images/bonés/bone-15165/img_01.jpg | images/bonés/bone-15165/img_02.jpg | images/bonés/bone-15165/img_03.jpg | images/bonés/bone-15165/img_04.jpg | images/bonés/bone-15165/img_05.jpg | images/bonés/bone-15165/img_06.jpg | images/bonés/bone-15165/img_07.jpg | images/bonés/bone-15165/img_08.jpg | images/bonés/bone-15165/img_09.jpg | images/bonés/bone-15165/img_10.jpg | images/bonés/bone-15165/img_11.jpg | images/bonés/bone-15165/img_12.jpg | images/bonés/bone-15165/img_13.jpg | images/bonés/bone-15165/img_14.jpg | images/bonés/bone-15165/img_15.jpg,"{""Cor"":""Sortido"",""Tamanho"":""575"",""Composição"":""98,8% Algodão – 1,2% Viscose"",""Pack"":""Pacote 24""}",10,Pacote 24,https://hologrammeparis.com/product/casquette-15165/
BON-15116,BONÉS CUBANOS,Cor: Sortido,<p>Paquet de 24 pcs assorties: 2 de chaque couleur</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 575</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 100% algodão</li></ul>,2023.00,,Bonés,BONÉS CUBANOS,images/bonés/bone-15116/img_01.jpg | images/bonés/bone-15116/img_02.jpg | images/bonés/bone-15116/img_03.jpg | images/bonés/bone-15116/img_04.jpg | images/bonés/bone-15116/img_05.jpg | images/bonés/bone-15116/img_06.jpg | images/bonés/bone-15116/img_07.jpg | images/bonés/bone-15116/img_08.jpg | images/bonés/bone-15116/img_09.jpg | images/bonés/bone-15116/img_10.jpg | images/bonés/bone-15116/img_11.jpg | images/bonés/bone-15116/img_12.jpg | images/bonés/bone-15116/img_13.jpg | images/bonés/bone-15116/img_14.jpg | images/bonés/bone-15116/img_15.jpg | images/bonés/bone-15116/img_16.jpg | images/bonés/bone-15116/img_17.jpg | images/bonés/bone-15116/img_18.jpg | images/bonés/bone-15116/img_19.jpg | images/bonés/bone-15116/img_20.jpg | images/bonés/bone-15116/img_21.jpg | images/bonés/bone-15116/img_22.jpg,"{""Cor"":""Sortido"",""Tamanho"":""575"",""Composição"":""100% algodão"",""Pack"":""Pacote 24""}",10,Pacote 24,https://hologrammeparis.com/product/casquette-15116/
BON-15263,BONÉS TRUCKER,Cor: ou unidade,<p>Découvrez notre Casquette - 15263 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: ou unidade</li><li><strong>Vendido Por</strong>: Pacote por</li><li><strong>Tamanho</strong>: 575</li><li><strong>Composição</strong>: 100% algodão</li></ul>,12.90,,Bonés,BONÉS TRUCKER,images/bonés/bone-15263/img_01.jpg | images/bonés/bone-15263/img_02.jpg | images/bonés/bone-15263/img_03.jpg | images/bonés/bone-15263/img_04.jpg | images/bonés/bone-15263/img_05.jpg | images/bonés/bone-15263/img_06.jpg | images/bonés/bone-15263/img_07.jpg | images/bonés/bone-15263/img_08.jpg | images/bonés/bone-15263/img_09.jpg | images/bonés/bone-15263/img_10.jpg | images/bonés/bone-15263/img_11.jpg | images/bonés/bone-15263/img_12.jpg | images/bonés/bone-15263/img_13.jpg | images/bonés/bone-15263/img_14.jpg | images/bonés/bone-15263/img_15.jpg | images/bonés/bone-15263/img_16.jpg | images/bonés/bone-15263/img_17.jpg | images/bonés/bone-15263/img_18.jpg | images/bonés/bone-15263/img_19.jpg | images/bonés/bone-15263/img_20.jpg | images/bonés/bone-15263/img_21.jpg,"{""Cor"":""ou unidade"",""Tamanho"":""575"",""Composição"":""100% algodão"",""Pack"":""Pacote por""}",10,Pacote por,https://hologrammeparis.com/fr/product/casquette-15263/
