Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,Status
chapeus-de-palha-femininos-8,CHAPÉUS DE PALHA FEMININOS,"<p>Paquet de 30 pcs assorties: 11*Beige, 7*Camel, 4*Vert, 4*Gris, 4*Noir il reste que du naturel</p><ul><li><strong>Cor</strong>: Cinza, Verde, Natural</li><li><strong>Tamanho</strong>: Tamanho único</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Palha 100% natural</li></ul>",Chapeus Lisboetas,Cerimónia,"Nossa versão Hologram Paris do chapéu de palha em forma de sino.

Chapéu luxuoso tricotado em palha de ráfia extrafina .
Sólido, dobrável e intemporal.

Palha 100% Ráfia, OriginalPriceNote: Tags: Fabricado na China , Tamanho ajustável",TRUE,Title,Default Title,Palha – 12517,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,CHAPÉUS DE PALHA FEMININOS,FALSE,active
chapeus-de-palha-femininos-9,CHAPÉUS DE PALHA FEMININOS,"<p>Paquet de 30 pcs assorties: 12*55, 18*57</p><ul><li><strong>Cor</strong>: Bege , Cáqui , Marinho , Preto , Laranja , Ferrugem</li><li><strong>Tamanho</strong>: Tamanho único</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Palha 100% natural</li></ul>",Chapeus Lisboetas,Cerimónia,"CHAPÉUS DE PALHA FEMININOS, OriginalPriceNote: Tags: Fabricado na China , Tamanho ajustável",TRUE,Title,Default Title,Palha – 937,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,CHAPÉUS DE PALHA FEMININOS,FALSE,active
boina-classica-beret-2,BOINA CLÁSSICA / BERET,"<p>Notre version Hologramme Paris du &quot;Béret Uni classique&quot; Sobre, intemporel et sans logo apparent. 75g de Laine grattée et rasée *les nouvelles couleurs sont à 90% laine.</p><ul><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 100% Lã</li></ul>",Chapeus Lisboetas,Cerimónia,"Nossa versão holográfica parisiense da “boina lisa clássica”

Sóbrio, intemporal e sem logótipo visível.

75g de lã escovada e raspada, OriginalPriceNote: Etiqueta: Fabricado na China",TRUE,Title,Default Title,Boina Clássica – 5020,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,BOINA CLÁSSICA / BERET,FALSE,active
chapeu-de-palha-natural,CHAPÉU DE PALHA NATURAL,"<p>Paquet de 30 pcs assorties: 3*55, 4*56, 6*57, 7*58, 5*59, 3*60, 2*61</p><ul><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Pacote 15</li><li><strong>Composição</strong>: Palha 100% natural</li></ul>",Chapeus Lisboetas,Palha,Rótulo: Fabricado na Itália,TRUE,Title,Default Title,Palha – 941216 Couro,,shopify,10,deny,manual,35.00,,TRUE,TRUE,,,CHAPÉU DE PALHA NATURAL,FALSE,active
chapeu-panama,CHAPEU PANAMÁ,"<p>Découvrez notre Panama - 201754 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Branco</li><li><strong>Tamanho</strong>: 54, 55 , 56 , 57 , 58 , 59</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Papel 100% Japonês</li></ul>",Chapeus Lisboetas,Panamá,"A versão revisitada do Panamá equatoriano, mais sólida, dobrável e moderna.

Panamá Panasoft em papel 100% japonês .

Fabricado na Itália.",TRUE,Title,Default Title,Panamá – 201754,,shopify,10,deny,manual,67.50,,TRUE,TRUE,,,CHAPEU PANAMÁ,FALSE,active
chapeu-panama-aba-curta,CHAPEU PANAMÁ ABA CURTA,"<p>Découvrez notre Panama - 201752-Ecru au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Branco, Bege</li><li><strong>Tamanho</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Papel 100% Japonês</li></ul>",Chapeus Lisboetas,Panamá,"A versão revisitada do Panamá equatoriano, mais sólida, dobrável e moderna.

Panamá Panasoft em papel 100% japonês .

Fabricado na Itália.",TRUE,Title,Default Title,Panamá – 201752,,shopify,10,deny,manual,67.50,,TRUE,TRUE,,,CHAPEU PANAMÁ ABA CURTA,FALSE,active
chapeu-panama-ajustavel,CHAPEU PANAMÁ AJUSTÁVEL,"<p>Découvrez notre Panama - Art 931 Japonais au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Beige, Kaki, Marine, Noir</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Papel 100% Japonês</li></ul>",Chapeus Lisboetas,Panamá,"A versão revisitada do Panamá equatoriano, mais sólida, dobrável e moderna.

Panamá Panasoft em papel 100% japonês .

Fabricado na Itália.",TRUE,Title,Default Title,Panamá – 931,,shopify,10,deny,manual,67.50,,TRUE,TRUE,,,CHAPEU PANAMÁ AJUSTÁVEL,FALSE,active
chapeus-algodao-encerado,CHAPÉUS ALGODÃO ENCERADO,"<p>Découvrez notre Chapeau - 49103 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Camelo , Marinho , Marrom , Preto , Ferrugem , Taupe , Verde Escuro</li><li><strong>Tamanho</strong>: 55 , 57 , 59 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 100% algodão</li></ul>",Chapeus Lisboetas,À prova d'Água,"Algodão Oleado, Fabricado em Portugal",TRUE,Title,Default Title,Chapéu – 49103,,shopify,10,deny,manual,45.00,,TRUE,TRUE,,,CHAPÉUS ALGODÃO ENCERADO,FALSE,active
buckt-hat-algodao,BUCKT HAT ALGODÃO,"<p>Paquet de 24 pcs assorties: 3*Noir, 3*Marine, 2*Orange, 2*Beige, 2*Bleu Royal, 2*Moutarde, 2*Kaki, 2*Gris, 2*Bordeaux, 2*Rouge, 1*Camel, 1*Marron Clair</p><ul><li><strong>Cor</strong>: Bege Claro , Azul , Borgonha , Camelo , Cinza , Amarelo , Cáqui Claro , Cáqui Escuro , Marinho , Preto , Laranja , Vermelho</li><li><strong>Tamanho</strong>: 57 , 59</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 100% algodão</li></ul>",Chapeus Lisboetas,Tecido,BUCKT HAT ALGODÃO,TRUE,Title,Default Title,Bob – 2018121,,shopify,10,deny,manual,14.90,,TRUE,TRUE,,,BUCKT HAT ALGODÃO,FALSE,active
chapeu-safari,CHAPÉU SAFARI,"<p>Paquet de 24 pcs assorties: 3*Noir, 3*Marine, 2*Kaki, 2*Bordeaux, 2*Rouge, 2*Rouille, 2*Bleu Royal, 2*Gris, 2*Moutarde, 2*Beige, 1*Camel, 1*Marron Clair</p><ul><li><strong>Cor</strong>: Beige Clair, Bleu, Bordeaux, Camel, Gris, Jaune, Kaki Clair, Kaki Fonce, Marine, Noir, Orange, Rouge</li><li><strong>Tamanho</strong>: 57 , 59</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 100% algodão</li></ul>",Chapeus Lisboetas,Tecido,CHAPÉU SAFARI,TRUE,Title,Default Title,Bob – 2018120,,shopify,10,deny,manual,19.90,,TRUE,TRUE,,,CHAPÉU SAFARI,FALSE,active
viseira-feminina-3,VISEIRA FEMININA,"<p>COR        
Bege, Castanho, Verde, Azul, Bordo, Marinho

TAMANHO                
55 , 56 , 57 , 58 , 59 , 60 , 61

VENDIDO POR        
Pacote 24

COMPOSIÇÃO                
69% Poliéster – 31% Algodão / Forro 100% Algodão</p><p>Découvrez notre Casquette - 18474OL = 18519OL au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Pink, verde, preto, azul, bege, camel</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 69% Poliéster – 31% Algodão / Forro 100% Algodão</li><li><strong>Vendido Por</strong>: Pacote 24</li></ul>",Chapeus Lisboetas,Cowboy,VISEIRA  FEMININA,TRUE,Title,Default Title,HOLOGRAMME,,shopify,10,deny,manual,8.00,,TRUE,TRUE,,,VISEIRA FEMININA,FALSE,active
bones-cubanos,BONÉS CUBANOS,"<p>Paquet de 24 pcs assorties: 2*Bleu, 2*Moutarde, 2*Rouge, 2*Kaki, 4*Noir, 3*Camel, 3*Gris, 4*Marine, 2*Vert</p><ul><li><strong>Cor</strong>: Azul , Camelo , Cinza , Cáqui , Marinho , Mostarda , Preto , Vermelho , Verde</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% algodão</li></ul>",Chapeus Lisboetas,Bonés,"2*Azul, 2*Mostarda, 2*Vermelho, 2*Cáqui, 4*Preto, 3*Camelo, 3*Cinza, 4*Marinha, 2*Verde, 3 * cinza escuro, 3 * bege, 2 * cáqui, 2 * preto, 2 * verde maçã, 2 * laranja, 2 * marrom 2 * azul, 2 * verde abeto, 2 * vermelho, 2 * Cinza claro, OriginalPriceNote: Tags: Fabricado na China , Tamanho ajustável",TRUE,Title,Default Title,Boné – 12614 Boné – 15112,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,BONÉS CUBANOS,FALSE,active
bones-cubanos-2,BONÉS CUBANOS,"<p>Paquet de 24 pcs assorties: 3*Noir, 3*Marine, 2*Rouge, 2*Orange, 2*Bleu, 2*Moutarde, 2*Kaki, 2*Gris, 2*Beige, 2*Camel, 1*Rose, 1*Gris Fonce</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 72,2% Algodão – 27,8% Viscose</li></ul>",Chapeus Lisboetas,Bonés,BONÉS CUBANOS,TRUE,Title,Default Title,Boné – 12694,,shopify,10,deny,manual,2022.00,,TRUE,TRUE,,,BONÉS CUBANOS,FALSE,active
bones-cubanos-3,BONÉS CUBANOS,"<p>Paquet de 24 pcs assorties: 3*Noir, 3*Gris Clair, 3*Marine, 4*Beige, 2*Bleu Canard, 2*Rouge, 2*Jean, 2*Gris Fonce, 2*Blanc, 1*Moutarde</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 575</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 85% Viscose – 15% Linho</li></ul>",Chapeus Lisboetas,Bonés,BONÉS CUBANOS,TRUE,Title,Default Title,Boné – 12849,,shopify,10,deny,manual,2023.00,,TRUE,TRUE,,,BONÉS CUBANOS,FALSE,active
bones-cubanos-4,BONÉS CUBANOS,"<p>Paquet de 24 pcs assorties: 4*Noir, 3*Beige, 3*Marine, 2*Gris Clair, 2*Gris Fonce, 2*Camel, 2*Kaki, 2*Orange, 2*Moutarde, 2*Blanc</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 575</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 98,8% Algodão – 1,2% Viscose</li></ul>",Chapeus Lisboetas,Bonés,BONÉS CUBANOS,TRUE,Title,Default Title,Boné – 15165,,shopify,10,deny,manual,2023.00,,TRUE,TRUE,,,BONÉS CUBANOS,FALSE,active
bones-cubanos-5,BONÉS CUBANOS,<p>Paquet de 24 pcs assorties: 2 de chaque couleur</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 575</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 100% algodão</li></ul>,Chapeus Lisboetas,Bonés,BONÉS CUBANOS,TRUE,Title,Default Title,Boné – 15116,,shopify,10,deny,manual,2023.00,,TRUE,TRUE,,,BONÉS CUBANOS,FALSE,active
bones-trucker,BONÉS TRUCKER,"<p>Découvrez notre casquette en velours, un incontournable pour les boutiques de mode et les enseignes d’accessoires.</p><ul><li><strong>Cor</strong>: Sortido , Bege , Bordeaux , Cinza , Azul Marinho , Castanho Claro , Castanho Escuro , Preto , Vermelho</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Poliéster</li></ul>",Chapeus Lisboetas,Bonés,"BONÉS TRUCKER, OriginalPriceNote: Tags: Fabricado na China",TRUE,Title,Default Title,Boné Veludo – 22138 (ou 2019110),,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,BONÉS TRUCKER,FALSE,active
bones-trucker-2,BONÉS TRUCKER,"<p>Paquet de 24 pcs assorties: 3*Noir, 3*Marine, 2*Vert, 2*Turquoise, 2*Bordeaux, 2*Orange, 2*Moutarde, 2*Gris, 2*Beige, 2*Camel, 1*Kaki, 1*Rose</p><ul><li><strong>Cor</strong>: Bege , Azul , Bordéus , Cru , Cinza Claro , Cinza Escuro , Cáqui , Marinho , Mostarda , Laranja , Rosa , Verde</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Tamanho</strong>: 575</li><li><strong>Composição</strong>: 100% algodão</li></ul>",Chapeus Lisboetas,Bonés,"BONÉS TRUCKER, OriginalPriceNote: Tags: Fabricado na China",TRUE,Title,Default Title,Boné – 22134,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,BONÉS TRUCKER,FALSE,active
bones-trucker-3,BONÉS TRUCKER,"<p>Paquet de 24 pcs assorties: 3*Noir, 3*Marine, 2*Vert, 2*Turquoise, 2*Bordeaux, 2*Orange, 2*Moutarde, 2*Gris, 2*Beige, 2*Camel, 1*Kaki, 1*Rose</p><ul><li><strong>Cor</strong>: Bege , Azul , Bordéus , Cru , Cinza Claro , Cinza Escuro , Cáqui , Marinho , Mostarda , Laranja , Rosa , Verde</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Tamanho</strong>: 575</li><li><strong>Composição</strong>: 100% algodão</li></ul>",Chapeus Lisboetas,Bonés,"BONÉS TRUCKER, OriginalPriceNote: Tags: Fabricado na China",TRUE,Title,Default Title,Boné – 22134,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,BONÉS TRUCKER,FALSE,active
bones-trucker-4,BONÉS TRUCKER,<p>Découvrez notre Casquette - 15263 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: ou unidade</li><li><strong>Vendido Por</strong>: Pacote por</li><li><strong>Tamanho</strong>: 575</li><li><strong>Composição</strong>: 100% algodão</li></ul>,Chapeus Lisboetas,Bonés,BONÉS TRUCKER,TRUE,Title,Default Title,Boné – 15263,,shopify,10,deny,manual,12.90,,TRUE,TRUE,,,BONÉS TRUCKER,FALSE,active
chapeu-cowboy,CHAPÉU COWBOY,"<p>Paquet de 24 pcs assorties: 3*Noir, 3*Gris Clair, 3*Marine, 4*Beige, 2*Bleu Canard, 2*Rouge, 2*Jean, 2*Gris Fonce, 2*Blanc, 1*Moutarde</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 32,7% Algodão – 60,1% Poliéster – 7,2% Celulose</li></ul>",Chapeus Lisboetas,Cowboy,CHAPÉU COWBOY,TRUE,Title,Default Title,Boné – 15125,,shopify,10,deny,manual,2023.00,,TRUE,TRUE,,,CHAPÉU COWBOY,FALSE,active
bone-15114,bone-15114,"<p>Paquet de 24 pcs assorties: 2*Gris Clair, 3*Beige, 1*Orange, 4*Bleu, 2*Rouge, 1*Vert Sapin, 2*Bordeaux, 2*Kaki, 3*Gris Foncé, 4*Noir</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 57 , 59</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 100% algodão</li></ul>",Chapeus Lisboetas,Cowboy,,TRUE,Title,Default Title,Boné – 15114,,shopify,10,deny,manual,2023.00,,TRUE,TRUE,,,bone-15114,FALSE,active
gorro-miki-12601-gorro-640182503,gorro-miki-12601-gorro-640182503,<p>Découvrez notre Bonnet - Miki 12601 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 100% algodão</li></ul>,Chapeus Lisboetas,Cowboy,OriginalPriceNote: Tags: Fabricado na China,TRUE,Title,Default Title,Gorro – Miki 12601 Gorro – 640182503,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,gorro-miki-12601-gorro-640182503,FALSE,active
algodao-4974,algodao-4974,<p>Découvrez notre Bonnet - Coton 4974 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 50% Algodão – 50% Poliéster</li></ul>,Chapeus Lisboetas,Cowboy,OriginalPriceNote: Etiqueta: Fabricado em Portugal,TRUE,Title,Default Title,Algodão 4974,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,algodao-4974,FALSE,active
bone-18110ec,bone-18110ec,"<p>Découvrez notre Casquette - 18110EC au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Cru, Preto, Verde, Azul</li><li><strong>Tamanho</strong>: 54 , 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 50% Algodão – 50% Linho</li></ul>",Chapeus Lisboetas,Cowboy,OriginalPriceNote: Etiqueta: Fabricado em Italia,TRUE,Title,Default Title,Boné – 18110EC,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,bone-18110ec,FALSE,active
viseira-feminina-4,VISEIRA FEMININA,"<p>COR        
Bege, Castanho, Verde, Azul, Bordo, Marinho

TAMANHO                
55 , 56 , 57 , 58 , 59 , 60 , 61

VENDIDO POR        
Pacote 24

COMPOSIÇÃO                
69% Poliéster – 31% Algodão / Forro 100% Algodão</p><p>Découvrez notre Casquette - 18474OL = 18519OL au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Pink, verde, preto, azul, bege, camel</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 69% Poliéster – 31% Algodão / Forro 100% Algodão</li><li><strong>Vendido Por</strong>: Pacote 24</li></ul>",Chapeus Lisboetas,Cowboy,VISEIRA  FEMININA,TRUE,Title,Default Title,HOLOGRAMME,,shopify,10,deny,manual,8.00,,TRUE,TRUE,,,VISEIRA FEMININA,FALSE,active
